12Z 05 Nov 2017, 0.00, 9.60
00Z 06 Nov 2017, 0.00, 10.18
12Z 06 Nov 2017, 4.37, 8.92
00Z 07 Nov 2017, 0.00, 11.37
12Z 07 Nov 2017, 0.00, 16.81
00Z 08 Nov 2017, 4.17, 7.44
12Z 08 Nov 2017, 0.00, 9.82
00Z 09 Nov 2017, 3.77, 11.77
12Z 09 Nov 2017, 1.33, 8.97
00Z 10 Nov 2017, 0.00, 13.67
12Z 10 Nov 2017, 0.06, 17.60
00Z 11 Nov 2017, 0.00, 14.03
12Z 11 Nov 2017, 64.54, 13.27
00Z 12 Nov 2017, 7.86, 9.60
12Z 12 Nov 2017, 0.00, 9.38
00Z 13 Nov 2017, 0.00, 8.95
12Z 13 Nov 2017, 0.40, 10.16
00Z 14 Nov 2017, 0.00, 16.23
12Z 14 Nov 2017, 0.00, 8.50
00Z 15 Nov 2017, 9.03, 7.43
12Z 15 Nov 2017, 0.00, 10.71
00Z 16 Nov 2017, 0.28, 9.33
12Z 16 Nov 2017, 11.95, 6.73
00Z 17 Nov 2017, 0.00, 6.85
12Z 17 Nov 2017, 0.00, 8.41
00Z 18 Nov 2017, 0.00, 9.20
12Z 18 Nov 2017, 3.16, 7.19
00Z 19 Nov 2017, 0.00, 12.54
12Z 19 Nov 2017, 0.00, 11.06
00Z 20 Nov 2017, 0.00, 8.07
12Z 20 Nov 2017, 20.86, 7.53
00Z 21 Nov 2017, 0.20, 5.95
12Z 21 Nov 2017, 3.72, 7.10
00Z 22 Nov 2017, 0.00, 6.79
12Z 22 Nov 2017, 0.00, 6.25
00Z 23 Nov 2017, 1.86, 5.75
12Z 23 Nov 2017, 0.00, 4.89
00Z 24 Nov 2017, 0.00, 6.32
12Z 24 Nov 2017, 0.00, 8.75
00Z 25 Nov 2017, 0.00, 13.12
12Z 25 Nov 2017, 0.00, 18.41
00Z 26 Nov 2017, 0.00, 15.83
12Z 26 Nov 2017, 0.00, 11.17
00Z 27 Nov 2017, 0.00, 15.75
12Z 27 Nov 2017, 0.00, 14.93
00Z 28 Nov 2017, 0.00, 12.73
12Z 28 Nov 2017, 0.00, 13.70
00Z 29 Nov 2017, 0.00, 12.30
12Z 29 Nov 2017, 0.00, 10.97
00Z 30 Nov 2017, 0.00, 12.26
12Z 30 Nov 2017, 0.00, 10.50
00Z 01 Dec 2017, 0.00, 16.15
12Z 01 Dec 2017, 0.00, 15.47
00Z 02 Dec 2017, 0.00, 7.66
12Z 02 Dec 2017, 4.34, 8.29
00Z 03 Dec 2017, 0.00, 10.40
12Z 03 Dec 2017, 2.02, 9.07
00Z 04 Dec 2017, 0.00, 12.28
12Z 04 Dec 2017, 0.00, 8.92
00Z 05 Dec 2017, 0.00, 9.05
12Z 05 Dec 2017, 0.00, 8.32
00Z 06 Dec 2017, 0.00, 7.60
12Z 06 Dec 2017, 0.00, 6.59
00Z 07 Dec 2017, 19.06, 5.71
12Z 07 Dec 2017, 0.00, 5.10
00Z 08 Dec 2017, 0.00, 12.81
12Z 08 Dec 2017, 0.00, 7.53
00Z 09 Dec 2017, 0.00, 13.59
12Z 09 Dec 2017, 0.00, 11.77
00Z 10 Dec 2017, 0.00, 12.00
12Z 10 Dec 2017, 0.00, 13.06
00Z 11 Dec 2017, 0.00, 13.19
12Z 11 Dec 2017, 0.00, 7.37
00Z 12 Dec 2017, 0.00, 10.61
12Z 12 Dec 2017, 0.00, 18.78
00Z 13 Dec 2017, 0.00, 12.91
12Z 13 Dec 2017, 0.92, 8.61
00Z 14 Dec 2017, 0.00, 4.98
12Z 14 Dec 2017, 0.00, 7.31
00Z 15 Dec 2017, 0.00, 12.23
12Z 15 Dec 2017, 0.00, 8.44
00Z 16 Dec 2017, 0.00, 14.26
12Z 16 Dec 2017, 0.00, 15.57
00Z 17 Dec 2017, 0.00, 12.94
12Z 17 Dec 2017, 0.00, 8.00
00Z 18 Dec 2017, 0.00, 6.45
12Z 18 Dec 2017, 0.19, 5.83
00Z 19 Dec 2017, 0.00, 11.78
12Z 19 Dec 2017, 0.00, 10.36
00Z 20 Dec 2017, 0.00, 9.33
12Z 20 Dec 2017, 0.39, 7.82
00Z 21 Dec 2017, 0.00, 8.29
12Z 21 Dec 2017, 0.00, 6.36
00Z 22 Dec 2017, 0.00, 7.23
12Z 22 Dec 2017, 0.00, 8.49
00Z 23 Dec 2017, 0.00, 7.37
12Z 23 Dec 2017, 21.19, 6.09
00Z 24 Dec 2017, 0.00, 12.93
12Z 24 Dec 2017, 24.97, 5.82
00Z 25 Dec 2017, 2.97, 5.98
12Z 25 Dec 2017, 0.13, 5.09
00Z 26 Dec 2017, 0.00, 14.51
12Z 26 Dec 2017, 0.00, 10.98
00Z 27 Dec 2017, 0.00, 7.47
12Z 27 Dec 2017, 0.00, 11.75
00Z 28 Dec 2017, 0.00, 9.94
12Z 28 Dec 2017, 0.00, 9.62
00Z 29 Dec 2017, 0.00, 11.03
12Z 29 Dec 2017, 0.00, 16.13
00Z 30 Dec 2017, 0.00, 16.13
12Z 30 Dec 2017, 0.00, 14.11
00Z 31 Dec 2017, 2.93, 8.32
12Z 31 Dec 2017, 0.93, 6.15
