09 08 2017, 0.00, 18.22
10 08 2017, 0.00, 23.61
11 08 2017, 74.53, 27.79
12 08 2017, 406.41, 29.26
13 08 2017, 1251.24, 28.52
14 08 2017, 124.95, 33.04
15 08 2017, 0.00, 12.78
16 08 2017, 86.75, 23.26
17 08 2017, 185.47, 23.68
18 08 2017, 96.74, 19.35
19 08 2017, 0.00, 18.66
20 08 2017, 93.76, 18.50
21 08 2017, 629.49, 21.28
22 08 2017, 143.33, 24.81
23 08 2017, 0.00, 33.02
24 08 2017, 7.30, 21.47
25 08 2017, 21.68, 15.80
26 08 2017, 5.59, 18.76
27 08 2017, 31.00, 25.04
28 08 2017, 3.26, 21.39
29 08 2017, 0.00, 13.77
30 08 2017, 39.02, 12.34
31 08 2017, 0.00, 17.25
01 09 2017, 0.00, 12.06
02 09 2017, 35.84, 28.90
03 09 2017, 0.00, 22.21
04 09 2017, 13.42, 27.74
05 09 2017, 0.00, 23.26
06 09 2017, 0.00, 20.26
07 09 2017, 0.00, 18.89
08 09 2017, 63.35, 16.40
09 09 2017, 86.56, 23.60
10 09 2017, 128.64, 26.10
11 09 2017, 445.17, 25.50
12 09 2017, 111.20, 24.17
13 09 2017, 49.23, 28.40
14 09 2017, 106.18, 19.08
15 09 2017, 276.50, 20.38
16 09 2017, 20.56, 15.31
17 09 2017, 0.00, 25.44
18 09 2017, 2.07, 15.97
19 09 2017, 29.61, 13.38
20 09 2017, 2.14, 18.51
21 09 2017, 0.00, 26.28
22 09 2017, 0.00, 20.26
23 09 2017, 0.00, 15.51
24 09 2017, 0.00, 11.36
25 09 2017, 0.00, 11.48
26 09 2017, 0.94, 13.97
27 09 2017, 0.00, 12.41
28 09 2017, 0.00, 10.74
29 09 2017, 21.92, 10.38
30 09 2017, 0.65, 10.78
01 10 2017, 0.00, 11.97
02 10 2017, 0.00, 12.62
04 10 2017, 0.00, 18.93
05 10 2017, 0.00, 14.88
06 10 2017, 35.77, 16.08
07 10 2017, 0.00, 12.61
08 10 2017, 0.00, 9.29
09 10 2017, 0.00, 19.22
10 10 2017, 13.16, 12.00
11 10 2017, 33.06, 12.42
12 10 2017, 19.23, 22.11
13 10 2017, 41.68, 17.04
14 10 2017, 2.36, 9.62
15 10 2017, 8.16, 11.10
16 10 2017, 0.00, 18.18
17 10 2017, 0.00, 15.86
18 10 2017, 0.00, 7.80
19 10 2017, 0.40, 7.56
20 10 2017, 0.00, 8.06
21 10 2017, 28.75, 5.99
22 10 2017, 0.00, 5.51
23 10 2017, 0.75, 6.80
24 10 2017, 0.00, 4.44
25 10 2017, 1.57, 6.34
26 10 2017, 0.00, 14.92
27 10 2017, 4.23, 13.84
28 10 2017, 1.59, 10.99
29 10 2017, 3.57, 11.67
30 10 2017, 2.55, 14.26
31 10 2017, 1.14, 11.62
01 11 2017, 0.00, 5.99
02 11 2017, 0.00, 10.77
04 11 2017, 0.35, 13.71
05 11 2017, 0.00, 9.60
06 11 2017, 4.37, 8.92
07 11 2017, 0.00, 16.81
08 11 2017, 0.00, 9.82
09 11 2017, 1.33, 8.97
10 11 2017, 0.06, 17.60
11 11 2017, 64.54, 13.27
12 11 2017, 0.00, 9.38
13 11 2017, 0.40, 10.16
14 11 2017, 0.00, 8.50
15 11 2017, 0.00, 10.71
16 11 2017, 11.95, 6.73
17 11 2017, 0.00, 8.41
18 11 2017, 3.16, 7.19
19 11 2017, 0.00, 11.06
20 11 2017, 20.86, 7.53
21 11 2017, 3.72, 7.10
22 11 2017, 0.00, 6.25
23 11 2017, 0.00, 4.89
24 11 2017, 0.00, 8.75
25 11 2017, 0.00, 18.41
26 11 2017, 0.00, 11.17
27 11 2017, 0.00, 14.93
28 11 2017, 0.00, 13.70
29 11 2017, 0.00, 10.97
30 11 2017, 0.00, 10.50
01 12 2017, 0.00, 15.47
02 12 2017, 4.34, 8.29
03 12 2017, 2.02, 9.07
04 12 2017, 0.00, 8.92
05 12 2017, 0.00, 8.32
06 12 2017, 0.00, 6.59
07 12 2017, 0.00, 5.10
08 12 2017, 0.00, 7.53
09 12 2017, 0.00, 11.77
10 12 2017, 0.00, 13.06
11 12 2017, 0.00, 7.37
12 12 2017, 0.00, 18.78
13 12 2017, 0.92, 8.61
14 12 2017, 0.00, 7.31
15 12 2017, 0.00, 8.44
16 12 2017, 0.00, 15.57
17 12 2017, 0.00, 8.00
18 12 2017, 0.19, 5.83
19 12 2017, 0.00, 10.36
20 12 2017, 0.39, 7.82
21 12 2017, 0.00, 6.36
22 12 2017, 0.00, 8.49
23 12 2017, 21.19, 6.09
24 12 2017, 24.97, 5.82
25 12 2017, 0.13, 5.09
26 12 2017, 0.00, 10.98
27 12 2017, 0.00, 11.75
28 12 2017, 0.00, 9.62
29 12 2017, 0.00, 16.13
30 12 2017, 0.00, 14.11
31 12 2017, 0.93, 6.15
